run,peak_infection,total_abx_days,abx_days_per_baby,selection_events,transmission_R,total_recoveries,cumulative_I_R,scenario,baseline,strategy,prevalence_I_R
28,5.0,600.0,60.0,19.0,29.0,42.0,63.0,Low_None,Low,None,0.044366197183098595
29,6.0,346.0,86.5,8.0,88.0,48.0,204.0,Low_None,Low,None,0.14366197183098592
30,5.0,401.0,40.1,11.0,51.0,57.0,101.0,Low_None,Low,None,0.07112676056338028
31,5.0,328.0,32.8,10.0,94.0,49.0,165.0,Low_None,Low,None,0.11619718309859155
32,6.0,326.0,81.5,5.0,105.0,42.0,241.0,Low_None,Low,None,0.16971830985915493
33,6.0,295.0,73.75,6.0,110.0,39.0,185.0,Low_None,Low,None,0.13028169014084506
34,4.0,380.0,190.0,11.0,70.0,35.0,144.0,Low_None,Low,None,0.10140845070422536
35,5.0,399.0,39.9,5.0,69.0,38.0,106.0,Low_None,Low,None,0.07464788732394366
36,6.0,492.0,49.2,19.0,38.0,47.0,118.0,Low_None,Low,None,0.08309859154929577
37,6.0,361.0,90.25,5.0,94.0,56.0,191.0,Low_None,Low,None,0.13450704225352111
38,4.0,315.0,39.38,5.0,95.0,32.0,168.0,Low_None,Low,None,0.11830985915492957
39,5.0,432.0,43.2,8.0,73.0,49.0,130.0,Low_None,Low,None,0.09154929577464789
40,5.0,398.0,132.67,5.0,60.0,51.0,119.0,Low_None,Low,None,0.08380281690140845
41,4.0,449.0,224.5,10.0,49.0,41.0,44.0,Low_None,Low,None,0.030985915492957747
42,5.0,334.0,334.0,7.0,89.0,38.0,187.0,Low_None,Low,None,0.1316901408450704
43,5.0,353.0,50.43,10.0,115.0,56.0,226.0,Low_None,Low,None,0.1591549295774648
44,4.0,397.0,39.7,10.0,54.0,47.0,106.0,Low_None,Low,None,0.07464788732394366
45,5.0,447.0,44.7,15.0,40.0,47.0,111.0,Low_None,Low,None,0.07816901408450705
46,5.0,424.0,106.0,11.0,68.0,47.0,146.0,Low_None,Low,None,0.1028169014084507
47,6.0,371.0,41.22,9.0,105.0,48.0,212.0,Low_None,Low,None,0.14929577464788732
48,4.0,338.0,37.56,13.0,77.0,45.0,178.0,Low_None,Low,None,0.12535211267605634
49,4.0,524.0,131.0,16.0,33.0,49.0,80.0,Low_None,Low,None,0.056338028169014086
50,5.0,441.0,44.1,16.0,34.0,46.0,76.0,Low_None,Low,None,0.05352112676056338
51,6.0,399.0,39.9,10.0,66.0,44.0,120.0,Low_None,Low,None,0.08450704225352113
52,4.0,367.0,36.7,9.0,73.0,38.0,173.0,Low_None,Low,None,0.12183098591549296
53,5.0,437.0,Inf,7.0,59.0,47.0,116.0,Low_None,Low,None,0.08169014084507042
54,4.0,397.0,66.17,9.0,61.0,38.0,135.0,Low_None,Low,None,0.09507042253521127
55,5.0,442.0,147.33,14.0,80.0,47.0,208.0,Low_None,Low,None,0.14647887323943662
56,4.0,446.0,49.56,14.0,54.0,44.0,105.0,Low_None,Low,None,0.07394366197183098
57,5.0,536.0,53.6,18.0,33.0,50.0,96.0,Low_None,Low,None,0.0676056338028169
58,5.0,528.0,52.8,9.0,24.0,58.0,65.0,Low_None,Low,None,0.045774647887323945
59,4.0,476.0,238.0,13.0,47.0,34.0,60.0,Low_None,Low,None,0.04225352112676056
60,5.0,402.0,67.0,8.0,84.0,61.0,193.0,Low_None,Low,None,0.1359154929577465
61,6.0,347.0,34.7,7.0,86.0,52.0,202.0,Low_None,Low,None,0.14225352112676057
62,5.0,244.0,27.11,2.0,127.0,45.0,214.0,Low_None,Low,None,0.15070422535211267
63,5.0,475.0,Inf,12.0,28.0,43.0,103.0,Low_None,Low,None,0.07253521126760563
64,6.0,515.0,73.57,12.0,10.0,36.0,28.0,Low_None,Low,None,0.01971830985915493
65,6.0,262.0,26.2,1.0,112.0,42.0,230.0,Low_None,Low,None,0.1619718309859155
66,6.0,473.0,47.3,11.0,48.0,48.0,123.0,Low_None,Low,None,0.08661971830985915
67,4.0,581.0,96.83,14.0,24.0,51.0,51.0,Low_None,Low,None,0.03591549295774648
68,4.0,450.0,45.0,11.0,53.0,48.0,105.0,Low_None,Low,None,0.07394366197183098
69,6.0,285.0,28.5,2.0,114.0,50.0,216.0,Low_None,Low,None,0.15211267605633802
70,5.0,314.0,31.4,6.0,84.0,44.0,170.0,Low_None,Low,None,0.11971830985915492
71,4.0,549.0,274.5,18.0,16.0,46.0,51.0,Low_None,Low,None,0.03591549295774648
72,5.0,245.0,35.0,1.0,130.0,50.0,256.0,Low_None,Low,None,0.18028169014084508
73,5.0,228.0,22.8,4.0,123.0,40.0,213.0,Low_None,Low,None,0.15
74,5.0,308.0,77.0,6.0,110.0,37.0,262.0,Low_None,Low,None,0.18450704225352113
75,5.0,258.0,258.0,7.0,89.0,32.0,169.0,Low_None,Low,None,0.11901408450704225
76,5.0,340.0,34.0,8.0,86.0,46.0,189.0,Low_None,Low,None,0.13309859154929576
77,3.0,245.0,245.0,5.0,73.0,36.0,116.0,Low_None,Low,None,0.08169014084507042
78,4.0,489.0,48.9,17.0,28.0,46.0,70.0,Low_None,Low,None,0.04929577464788732
79,4.0,489.0,97.8,12.0,44.0,46.0,106.0,Low_None,Low,None,0.07464788732394366
80,4.0,287.0,28.7,5.0,94.0,53.0,134.0,Low_None,Low,None,0.09436619718309859
81,5.0,392.0,39.2,8.0,54.0,31.0,119.0,Low_None,Low,None,0.08380281690140845
82,5.0,221.0,22.1,2.0,135.0,52.0,201.0,Low_None,Low,None,0.1415492957746479
83,4.0,322.0,53.67,9.0,99.0,38.0,195.0,Low_None,Low,None,0.13732394366197184
84,5.0,315.0,31.5,5.0,108.0,56.0,191.0,Low_None,Low,None,0.13450704225352111
85,7.0,297.0,Inf,12.0,95.0,46.0,243.0,Low_None,Low,None,0.17112676056338028
86,5.0,489.0,163.0,12.0,54.0,39.0,148.0,Low_None,Low,None,0.10422535211267606
87,5.0,221.0,22.1,2.0,120.0,47.0,220.0,Low_None,Low,None,0.15492957746478872
88,5.0,386.0,38.6,12.0,71.0,41.0,175.0,Low_None,Low,None,0.12323943661971831
89,4.0,407.0,40.7,7.0,66.0,52.0,154.0,Low_None,Low,None,0.10845070422535211
90,4.0,390.0,39.0,11.0,74.0,59.0,149.0,Low_None,Low,None,0.10492957746478873
91,5.0,295.0,29.5,8.0,109.0,39.0,269.0,Low_None,Low,None,0.18943661971830986
92,5.0,230.0,23.0,4.0,114.0,41.0,249.0,Low_None,Low,None,0.17535211267605633
93,5.0,562.0,56.2,12.0,39.0,56.0,77.0,Low_None,Low,None,0.054225352112676053
94,4.0,345.0,86.25,10.0,83.0,52.0,110.0,Low_None,Low,None,0.07746478873239436
95,5.0,367.0,36.7,8.0,70.0,47.0,166.0,Low_None,Low,None,0.11690140845070422
96,7.0,305.0,30.5,7.0,110.0,43.0,269.0,Low_None,Low,None,0.18943661971830986
97,5.0,318.0,39.75,5.0,117.0,46.0,192.0,Low_None,Low,None,0.1352112676056338
98,6.0,243.0,243.0,2.0,87.0,33.0,159.0,Low_None,Low,None,0.1119718309859155
99,4.0,514.0,Inf,13.0,38.0,57.0,57.0,Low_None,Low,None,0.04014084507042254
100,5.0,417.0,41.7,10.0,62.0,60.0,130.0,Low_None,Low,None,0.09154929577464789
1,6.0,267.0,53.4,6.0,105.0,39.0,251.0,Low_B,Low,B,0.17676056338028168
2,4.0,421.0,42.1,12.0,46.0,54.0,81.0,Low_B,Low,B,0.05704225352112676
3,5.0,234.0,Inf,6.0,96.0,43.0,216.0,Low_B,Low,B,0.15211267605633802
4,5.0,353.0,35.3,9.0,61.0,55.0,107.0,Low_B,Low,B,0.07535211267605633
5,4.0,274.0,27.4,11.0,84.0,42.0,176.0,Low_B,Low,B,0.12394366197183099
6,5.0,289.0,28.9,4.0,88.0,37.0,199.0,Low_B,Low,B,0.14014084507042254
7,5.0,423.0,52.88,16.0,34.0,43.0,78.0,Low_B,Low,B,0.054929577464788736
8,4.0,318.0,63.6,13.0,58.0,43.0,138.0,Low_B,Low,B,0.09718309859154929
9,5.0,161.0,16.1,1.0,130.0,41.0,248.0,Low_B,Low,B,0.17464788732394365
10,5.0,396.0,66.0,13.0,56.0,53.0,140.0,Low_B,Low,B,0.09859154929577464
11,4.0,232.0,77.33,5.0,102.0,49.0,154.0,Low_B,Low,B,0.10845070422535211
12,5.0,283.0,94.33,5.0,100.0,53.0,188.0,Low_B,Low,B,0.1323943661971831
13,4.0,355.0,35.5,11.0,39.0,54.0,52.0,Low_B,Low,B,0.036619718309859155
14,6.0,223.0,22.3,4.0,113.0,42.0,218.0,Low_B,Low,B,0.15352112676056337
15,4.0,345.0,69.0,12.0,63.0,51.0,128.0,Low_B,Low,B,0.09014084507042254
16,5.0,237.0,39.5,7.0,92.0,42.0,199.0,Low_B,Low,B,0.14014084507042254
17,5.0,228.0,22.8,6.0,104.0,48.0,177.0,Low_B,Low,B,0.12464788732394366
18,5.0,311.0,31.1,12.0,79.0,42.0,156.0,Low_B,Low,B,0.10985915492957747
19,5.0,233.0,38.83,6.0,99.0,41.0,205.0,Low_B,Low,B,0.1443661971830986
20,6.0,172.0,172.0,2.0,117.0,30.0,252.0,Low_B,Low,B,0.17746478873239438
21,6.0,352.0,35.2,11.0,65.0,58.0,139.0,Low_B,Low,B,0.09788732394366197
22,5.0,478.0,95.6,19.0,28.0,48.0,56.0,Low_B,Low,B,0.03943661971830986
23,5.0,313.0,31.3,6.0,81.0,48.0,170.0,Low_B,Low,B,0.11971830985915492
24,7.0,362.0,36.2,11.0,74.0,45.0,187.0,Low_B,Low,B,0.1316901408450704
25,3.0,396.0,132.0,13.0,35.0,40.0,60.0,Low_B,Low,B,0.04225352112676056
26,5.0,279.0,27.9,12.0,50.0,42.0,122.0,Low_B,Low,B,0.08591549295774648
27,7.0,201.0,20.1,4.0,118.0,36.0,205.0,Low_B,Low,B,0.1443661971830986
28,4.0,384.0,38.4,13.0,45.0,48.0,97.0,Low_B,Low,B,0.06830985915492958
29,5.0,334.0,33.4,10.0,70.0,48.0,159.0,Low_B,Low,B,0.1119718309859155
30,4.0,226.0,226.0,4.0,90.0,41.0,157.0,Low_B,Low,B,0.11056338028169015
31,6.0,384.0,38.4,16.0,56.0,44.0,145.0,Low_B,Low,B,0.10211267605633803
32,5.0,264.0,88.0,4.0,77.0,34.0,167.0,Low_B,Low,B,0.1176056338028169
33,6.0,378.0,47.25,10.0,69.0,51.0,116.0,Low_B,Low,B,0.08169014084507042
34,5.0,334.0,33.4,8.0,90.0,59.0,231.0,Low_B,Low,B,0.16267605633802817
35,5.0,440.0,48.89,14.0,21.0,45.0,33.0,Low_B,Low,B,0.02323943661971831
36,5.0,269.0,26.9,7.0,88.0,45.0,162.0,Low_B,Low,B,0.11408450704225352
37,6.0,428.0,71.33,19.0,72.0,45.0,191.0,Low_B,Low,B,0.13450704225352111
38,5.0,299.0,29.9,7.0,70.0,45.0,179.0,Low_B,Low,B,0.126056338028169
39,5.0,247.0,24.7,5.0,103.0,50.0,190.0,Low_B,Low,B,0.13380281690140844
40,5.0,374.0,37.4,9.0,51.0,49.0,108.0,Low_B,Low,B,0.07605633802816901
41,5.0,290.0,29.0,5.0,103.0,51.0,210.0,Low_B,Low,B,0.14788732394366197
42,5.0,269.0,26.9,4.0,103.0,60.0,196.0,Low_B,Low,B,0.13802816901408452
43,5.0,309.0,30.9,10.0,69.0,41.0,149.0,Low_B,Low,B,0.10492957746478873
44,4.0,252.0,126.0,6.0,92.0,42.0,178.0,Low_B,Low,B,0.12535211267605634
45,4.0,260.0,43.33,9.0,87.0,44.0,141.0,Low_B,Low,B,0.09929577464788733
46,5.0,318.0,31.8,6.0,62.0,39.0,143.0,Low_B,Low,B,0.10070422535211268
47,5.0,302.0,30.2,8.0,75.0,45.0,104.0,Low_B,Low,B,0.07323943661971831
48,6.0,268.0,26.8,5.0,103.0,46.0,215.0,Low_B,Low,B,0.15140845070422534
49,4.0,226.0,Inf,4.0,82.0,40.0,164.0,Low_B,Low,B,0.11549295774647887
50,4.0,363.0,45.38,5.0,52.0,44.0,153.0,Low_B,Low,B,0.10774647887323943
51,4.0,296.0,59.2,8.0,88.0,48.0,116.0,Low_B,Low,B,0.08169014084507042
52,4.0,327.0,Inf,10.0,42.0,49.0,93.0,Low_B,Low,B,0.06549295774647887
53,5.0,249.0,62.25,7.0,94.0,53.0,152.0,Low_B,Low,B,0.10704225352112676
54,5.0,248.0,49.6,8.0,101.0,44.0,186.0,Low_B,Low,B,0.13098591549295774
55,5.0,453.0,45.3,11.0,41.0,50.0,95.0,Low_B,Low,B,0.06690140845070422
56,5.0,440.0,220.0,14.0,22.0,38.0,37.0,Low_B,Low,B,0.026056338028169014
57,6.0,262.0,37.43,11.0,78.0,47.0,187.0,Low_B,Low,B,0.1316901408450704
58,5.0,206.0,20.6,3.0,111.0,37.0,235.0,Low_B,Low,B,0.16549295774647887
59,5.0,291.0,72.75,8.0,79.0,41.0,122.0,Low_B,Low,B,0.08591549295774648
60,3.0,275.0,27.5,7.0,64.0,43.0,104.0,Low_B,Low,B,0.07323943661971831
61,4.0,363.0,Inf,17.0,42.0,35.0,43.0,Low_B,Low,B,0.03028169014084507
62,5.0,348.0,38.67,10.0,89.0,45.0,186.0,Low_B,Low,B,0.13098591549295774
63,6.0,281.0,28.1,6.0,87.0,41.0,189.0,Low_B,Low,B,0.13309859154929576
64,5.0,236.0,47.2,6.0,111.0,50.0,237.0,Low_B,Low,B,0.16690140845070423
65,6.0,317.0,31.7,12.0,84.0,49.0,187.0,Low_B,Low,B,0.1316901408450704
66,5.0,462.0,115.5,18.0,28.0,57.0,91.0,Low_B,Low,B,0.06408450704225352
67,4.0,359.0,179.5,7.0,48.0,45.0,90.0,Low_B,Low,B,0.06338028169014084
68,4.0,422.0,105.5,6.0,30.0,53.0,55.0,Low_B,Low,B,0.03873239436619718
69,5.0,218.0,72.67,3.0,93.0,39.0,143.0,Low_B,Low,B,0.10070422535211268
70,5.0,363.0,36.3,12.0,68.0,52.0,145.0,Low_B,Low,B,0.10211267605633803
71,5.0,284.0,35.5,7.0,90.0,50.0,185.0,Low_B,Low,B,0.13028169014084506
72,5.0,296.0,148.0,7.0,60.0,46.0,131.0,Low_B,Low,B,0.09225352112676057
73,5.0,163.0,Inf,3.0,109.0,33.0,218.0,Low_B,Low,B,0.15352112676056337
74,6.0,269.0,29.89,8.0,87.0,46.0,209.0,Low_B,Low,B,0.1471830985915493
75,6.0,246.0,24.6,3.0,103.0,38.0,181.0,Low_B,Low,B,0.12746478873239436
76,5.0,297.0,29.7,7.0,77.0,46.0,149.0,Low_B,Low,B,0.10492957746478873
77,4.0,260.0,130.0,6.0,71.0,38.0,140.0,Low_B,Low,B,0.09859154929577464
78,5.0,392.0,39.2,9.0,77.0,47.0,159.0,Low_B,Low,B,0.1119718309859155
79,5.0,439.0,43.9,13.0,24.0,52.0,78.0,Low_B,Low,B,0.054929577464788736
80,5.0,500.0,62.5,14.0,8.0,45.0,41.0,Low_B,Low,B,0.028873239436619718
81,5.0,247.0,Inf,3.0,90.0,32.0,178.0,Low_B,Low,B,0.12535211267605634
82,5.0,353.0,35.3,9.0,76.0,47.0,142.0,Low_B,Low,B,0.1
83,4.0,359.0,89.75,12.0,57.0,41.0,72.0,Low_B,Low,B,0.05070422535211268
84,5.0,336.0,56.0,11.0,69.0,44.0,155.0,Low_B,Low,B,0.10915492957746478
85,5.0,341.0,34.1,7.0,72.0,47.0,131.0,Low_B,Low,B,0.09225352112676057
86,6.0,308.0,154.0,8.0,70.0,46.0,146.0,Low_B,Low,B,0.1028169014084507
87,7.0,259.0,129.5,6.0,91.0,46.0,189.0,Low_B,Low,B,0.13309859154929576
88,6.0,256.0,25.6,4.0,107.0,49.0,254.0,Low_B,Low,B,0.17887323943661973
89,4.0,445.0,44.5,12.0,35.0,58.0,79.0,Low_B,Low,B,0.05563380281690141
90,5.0,449.0,44.9,14.0,11.0,66.0,67.0,Low_B,Low,B,0.047183098591549295
91,4.0,233.0,Inf,7.0,84.0,36.0,168.0,Low_B,Low,B,0.11830985915492957
92,4.0,337.0,Inf,11.0,25.0,47.0,74.0,Low_B,Low,B,0.05211267605633803
93,6.0,459.0,45.9,9.0,18.0,55.0,50.0,Low_B,Low,B,0.035211267605633804
94,8.0,254.0,25.4,4.0,115.0,53.0,230.0,Low_B,Low,B,0.1619718309859155
95,5.0,325.0,32.5,9.0,84.0,50.0,230.0,Low_B,Low,B,0.1619718309859155
96,5.0,339.0,33.9,13.0,53.0,40.0,170.0,Low_B,Low,B,0.11971830985915492
97,6.0,320.0,32.0,10.0,68.0,37.0,131.0,Low_B,Low,B,0.09225352112676057
98,4.0,252.0,25.2,6.0,82.0,42.0,150.0,Low_B,Low,B,0.1056338028169014
99,3.0,339.0,84.75,11.0,64.0,44.0,106.0,Low_B,Low,B,0.07464788732394366
100,4.0,295.0,295.0,7.0,59.0,48.0,104.0,Low_B,Low,B,0.07323943661971831
1,5.0,268.0,26.8,4.0,98.0,55.0,141.0,Low_A,Low,A,0.09929577464788733
2,4.0,288.0,72.0,4.0,17.0,53.0,34.0,Low_A,Low,A,0.023943661971830985
3,4.0,325.0,32.5,6.0,70.0,53.0,88.0,Low_A,Low,A,0.061971830985915494
4,4.0,245.0,81.67,6.0,20.0,56.0,28.0,Low_A,Low,A,0.01971830985915493
5,5.0,353.0,58.83,7.0,7.0,59.0,30.0,Low_A,Low,A,0.02112676056338028
6,4.0,326.0,326.0,5.0,12.0,56.0,21.0,Low_A,Low,A,0.014788732394366197
7,5.0,334.0,33.4,2.0,8.0,58.0,12.0,Low_A,Low,A,0.008450704225352112
8,4.0,325.0,65.0,4.0,5.0,48.0,22.0,Low_A,Low,A,0.015492957746478873
9,4.0,318.0,31.8,7.0,35.0,52.0,55.0,Low_A,Low,A,0.03873239436619718
10,4.0,317.0,52.83,12.0,11.0,51.0,13.0,Low_A,Low,A,0.009154929577464789
11,4.0,248.0,124.0,4.0,89.0,53.0,205.0,Low_A,Low,A,0.1443661971830986
12,5.0,223.0,Inf,4.0,71.0,32.0,76.0,Low_A,Low,A,0.05352112676056338
13,6.0,202.0,28.86,2.0,111.0,51.0,201.0,Low_A,Low,A,0.1415492957746479
14,6.0,304.0,101.33,4.0,62.0,38.0,125.0,Low_A,Low,A,0.0880281690140845
15,5.0,231.0,23.1,4.0,97.0,44.0,209.0,Low_A,Low,A,0.1471830985915493
16,4.0,362.0,36.2,6.0,24.0,48.0,34.0,Low_A,Low,A,0.023943661971830985
17,5.0,234.0,23.4,2.0,68.0,43.0,132.0,Low_A,Low,A,0.09295774647887324
18,5.0,294.0,29.4,7.0,66.0,55.0,144.0,Low_A,Low,A,0.10140845070422536
19,5.0,281.0,28.1,6.0,24.0,54.0,53.0,Low_A,Low,A,0.03732394366197183
20,4.0,239.0,239.0,3.0,59.0,37.0,133.0,Low_A,Low,A,0.09366197183098592
21,5.0,350.0,35.0,8.0,50.0,45.0,138.0,Low_A,Low,A,0.09718309859154929
22,5.0,211.0,105.5,2.0,103.0,38.0,211.0,Low_A,Low,A,0.14859154929577464
23,5.0,202.0,202.0,3.0,107.0,36.0,194.0,Low_A,Low,A,0.13661971830985917
24,4.0,329.0,Inf,10.0,7.0,44.0,25.0,Low_A,Low,A,0.017605633802816902
25,4.0,262.0,87.33,4.0,54.0,40.0,84.0,Low_A,Low,A,0.059154929577464786
26,4.0,264.0,26.4,5.0,54.0,53.0,86.0,Low_A,Low,A,0.06056338028169014
27,4.0,336.0,112.0,5.0,49.0,50.0,81.0,Low_A,Low,A,0.05704225352112676
28,6.0,267.0,26.7,5.0,66.0,51.0,141.0,Low_A,Low,A,0.09929577464788733
29,6.0,287.0,71.75,5.0,65.0,49.0,133.0,Low_A,Low,A,0.09366197183098592
30,6.0,301.0,60.2,7.0,67.0,48.0,148.0,Low_A,Low,A,0.10422535211267606
31,5.0,255.0,25.5,4.0,63.0,54.0,152.0,Low_A,Low,A,0.10704225352112676
32,6.0,313.0,62.6,3.0,64.0,63.0,114.0,Low_A,Low,A,0.08028169014084507
33,4.0,344.0,68.8,9.0,12.0,60.0,34.0,Low_A,Low,A,0.023943661971830985
34,3.0,305.0,30.5,2.0,6.0,53.0,21.0,Low_A,Low,A,0.014788732394366197
35,5.0,260.0,28.89,8.0,47.0,46.0,79.0,Low_A,Low,A,0.05563380281690141
36,5.0,334.0,41.75,3.0,6.0,60.0,16.0,Low_A,Low,A,0.011267605633802818
37,5.0,373.0,37.3,9.0,11.0,56.0,54.0,Low_A,Low,A,0.038028169014084505
38,6.0,233.0,25.89,2.0,130.0,46.0,273.0,Low_A,Low,A,0.19225352112676056
39,4.0,318.0,31.8,6.0,24.0,55.0,38.0,Low_A,Low,A,0.02676056338028169
40,5.0,253.0,253.0,6.0,85.0,41.0,159.0,Low_A,Low,A,0.1119718309859155
41,6.0,248.0,27.56,6.0,101.0,53.0,205.0,Low_A,Low,A,0.1443661971830986
42,5.0,306.0,34.0,4.0,54.0,50.0,118.0,Low_A,Low,A,0.08309859154929577
43,6.0,282.0,28.2,5.0,77.0,45.0,157.0,Low_A,Low,A,0.11056338028169015
44,4.0,238.0,23.8,2.0,101.0,47.0,200.0,Low_A,Low,A,0.14084507042253522
45,5.0,344.0,34.4,8.0,14.0,53.0,48.0,Low_A,Low,A,0.03380281690140845
46,6.0,333.0,33.3,4.0,23.0,59.0,72.0,Low_A,Low,A,0.05070422535211268
47,4.0,300.0,100.0,4.0,20.0,39.0,44.0,Low_A,Low,A,0.030985915492957747
48,5.0,267.0,44.5,3.0,97.0,49.0,197.0,Low_A,Low,A,0.1387323943661972
49,4.0,333.0,33.3,5.0,6.0,59.0,22.0,Low_A,Low,A,0.015492957746478873
50,5.0,322.0,80.5,11.0,9.0,44.0,36.0,Low_A,Low,A,0.02535211267605634
51,5.0,241.0,48.2,7.0,102.0,40.0,199.0,Low_A,Low,A,0.14014084507042254
52,5.0,322.0,32.2,3.0,67.0,65.0,149.0,Low_A,Low,A,0.10492957746478873
53,6.0,280.0,28.0,7.0,35.0,40.0,88.0,Low_A,Low,A,0.061971830985915494
54,5.0,246.0,24.6,2.0,113.0,42.0,211.0,Low_A,Low,A,0.14859154929577464
55,4.0,285.0,285.0,6.0,14.0,54.0,4.0,Low_A,Low,A,0.0028169014084507044
56,6.0,357.0,35.7,6.0,54.0,47.0,134.0,Low_A,Low,A,0.09436619718309859
57,5.0,248.0,248.0,6.0,83.0,44.0,118.0,Low_A,Low,A,0.08309859154929577
58,5.0,281.0,28.1,5.0,73.0,44.0,175.0,Low_A,Low,A,0.12323943661971831
59,5.0,268.0,26.8,6.0,60.0,49.0,118.0,Low_A,Low,A,0.08309859154929577
60,5.0,297.0,29.7,9.0,74.0,46.0,146.0,Low_A,Low,A,0.1028169014084507
61,5.0,311.0,62.2,10.0,25.0,56.0,44.0,Low_A,Low,A,0.030985915492957747
62,4.0,280.0,28.0,4.0,35.0,42.0,44.0,Low_A,Low,A,0.030985915492957747
63,5.0,253.0,25.3,5.0,88.0,34.0,130.0,Low_A,Low,A,0.09154929577464789
64,5.0,213.0,26.62,4.0,109.0,40.0,244.0,Low_A,Low,A,0.17183098591549295
65,5.0,297.0,29.7,6.0,47.0,55.0,95.0,Low_A,Low,A,0.06690140845070422
66,4.0,279.0,279.0,6.0,13.0,51.0,26.0,Low_A,Low,A,0.018309859154929577
67,4.0,380.0,38.0,11.0,28.0,50.0,64.0,Low_A,Low,A,0.04507042253521127
68,5.0,279.0,27.9,6.0,74.0,44.0,150.0,Low_A,Low,A,0.1056338028169014
69,4.0,325.0,32.5,5.0,15.0,53.0,54.0,Low_A,Low,A,0.038028169014084505
70,5.0,308.0,30.8,8.0,41.0,42.0,79.0,Low_A,Low,A,0.05563380281690141
71,4.0,339.0,33.9,4.0,5.0,56.0,9.0,Low_A,Low,A,0.006338028169014085
72,4.0,325.0,325.0,6.0,34.0,53.0,43.0,Low_A,Low,A,0.03028169014084507
73,5.0,356.0,35.6,5.0,15.0,58.0,25.0,Low_A,Low,A,0.017605633802816902
74,5.0,251.0,41.83,5.0,68.0,58.0,134.0,Low_A,Low,A,0.09436619718309859
75,4.0,261.0,26.1,2.0,44.0,52.0,107.0,Low_A,Low,A,0.07535211267605633
76,4.0,212.0,21.2,5.0,82.0,51.0,139.0,Low_A,Low,A,0.09788732394366197
77,4.0,317.0,Inf,5.0,22.0,48.0,39.0,Low_A,Low,A,0.027464788732394368
78,5.0,328.0,32.8,11.0,38.0,48.0,99.0,Low_A,Low,A,0.06971830985915493
79,4.0,365.0,36.5,10.0,13.0,65.0,23.0,Low_A,Low,A,0.01619718309859155
80,5.0,309.0,30.9,3.0,19.0,48.0,51.0,Low_A,Low,A,0.03591549295774648
81,5.0,340.0,85.0,6.0,14.0,44.0,82.0,Low_A,Low,A,0.057746478873239436
82,5.0,362.0,36.2,10.0,23.0,56.0,34.0,Low_A,Low,A,0.023943661971830985
83,5.0,334.0,167.0,4.0,8.0,43.0,30.0,Low_A,Low,A,0.02112676056338028
84,5.0,365.0,36.5,9.0,23.0,51.0,50.0,Low_A,Low,A,0.035211267605633804
85,5.0,274.0,27.4,6.0,45.0,52.0,78.0,Low_A,Low,A,0.054929577464788736
86,5.0,305.0,30.5,6.0,35.0,51.0,66.0,Low_A,Low,A,0.04647887323943662
87,5.0,233.0,23.3,5.0,105.0,51.0,195.0,Low_A,Low,A,0.13732394366197184
88,6.0,234.0,46.8,3.0,119.0,41.0,220.0,Low_A,Low,A,0.15492957746478872
89,7.0,326.0,32.6,5.0,63.0,44.0,139.0,Low_A,Low,A,0.09788732394366197
90,5.0,327.0,46.71,8.0,3.0,57.0,19.0,Low_A,Low,A,0.013380281690140845
91,4.0,352.0,88.0,8.0,20.0,48.0,17.0,Low_A,Low,A,0.011971830985915493
92,6.0,349.0,34.9,7.0,48.0,61.0,81.0,Low_A,Low,A,0.05704225352112676
93,4.0,210.0,210.0,5.0,82.0,42.0,151.0,Low_A,Low,A,0.10633802816901408
94,5.0,311.0,62.2,7.0,40.0,49.0,87.0,Low_A,Low,A,0.06126760563380282
95,5.0,267.0,26.7,3.0,83.0,39.0,141.0,Low_A,Low,A,0.09929577464788733
96,4.0,313.0,39.12,9.0,68.0,51.0,162.0,Low_A,Low,A,0.11408450704225352
97,5.0,251.0,83.67,6.0,99.0,40.0,204.0,Low_A,Low,A,0.14366197183098592
98,6.0,339.0,33.9,11.0,13.0,49.0,66.0,Low_A,Low,A,0.04647887323943662
99,5.0,318.0,159.0,5.0,39.0,42.0,79.0,Low_A,Low,A,0.05563380281690141
100,5.0,295.0,36.88,7.0,21.0,57.0,53.0,Low_A,Low,A,0.03732394366197183
1,4.0,298.0,29.8,9.0,67.0,36.0,108.0,Low_C,Low,C,0.07605633802816901
2,5.0,344.0,34.4,7.0,107.0,38.0,219.0,Low_C,Low,C,0.15422535211267605
3,5.0,365.0,121.67,12.0,75.0,43.0,166.0,Low_C,Low,C,0.11690140845070422
4,5.0,373.0,37.3,13.0,59.0,50.0,138.0,Low_C,Low,C,0.09718309859154929
5,4.0,350.0,116.67,8.0,69.0,46.0,121.0,Low_C,Low,C,0.0852112676056338
6,6.0,356.0,44.5,7.0,90.0,40.0,218.0,Low_C,Low,C,0.15352112676056337
7,5.0,479.0,119.75,11.0,54.0,45.0,125.0,Low_C,Low,C,0.0880281690140845
8,5.0,380.0,126.67,15.0,68.0,42.0,117.0,Low_C,Low,C,0.0823943661971831
9,5.0,293.0,146.5,8.0,112.0,36.0,252.0,Low_C,Low,C,0.17746478873239438
10,4.0,424.0,53.0,14.0,68.0,46.0,73.0,Low_C,Low,C,0.05140845070422535
11,5.0,337.0,48.14,9.0,83.0,46.0,102.0,Low_C,Low,C,0.07183098591549296
