run,peak_infection,total_abx_days,abx_days_per_baby,selection_events,transmission_R,total_recoveries,cumulative_I_R,scenario,baseline,strategy,prevalence_I_R
19,5.0,392.0,130.67,8.0,26.0,56.0,50.0,High_A,High,A,0.035211267605633804
20,4.0,329.0,32.9,8.0,46.0,62.0,118.0,High_A,High,A,0.08309859154929577
21,5.0,394.0,56.29,11.0,44.0,56.0,149.0,High_A,High,A,0.10492957746478873
22,5.0,377.0,37.7,7.0,51.0,50.0,130.0,High_A,High,A,0.09154929577464789
23,7.0,352.0,39.11,6.0,79.0,51.0,263.0,High_A,High,A,0.1852112676056338
24,4.0,291.0,58.2,7.0,64.0,52.0,118.0,High_A,High,A,0.08309859154929577
25,5.0,365.0,36.5,9.0,30.0,71.0,45.0,High_A,High,A,0.03169014084507042
26,6.0,239.0,59.75,3.0,123.0,54.0,208.0,High_A,High,A,0.14647887323943662
27,5.0,375.0,375.0,10.0,26.0,59.0,52.0,High_A,High,A,0.036619718309859155
28,5.0,376.0,37.6,10.0,11.0,61.0,16.0,High_A,High,A,0.011267605633802818
29,5.0,264.0,26.4,3.0,128.0,55.0,256.0,High_A,High,A,0.18028169014084508
30,5.0,317.0,105.67,7.0,64.0,50.0,97.0,High_A,High,A,0.06830985915492958
31,5.0,363.0,90.75,6.0,10.0,48.0,32.0,High_A,High,A,0.022535211267605635
32,6.0,272.0,27.2,3.0,133.0,53.0,207.0,High_A,High,A,0.14577464788732394
33,5.0,336.0,37.33,10.0,40.0,44.0,87.0,High_A,High,A,0.06126760563380282
34,6.0,280.0,280.0,6.0,67.0,51.0,113.0,High_A,High,A,0.0795774647887324
35,5.0,220.0,220.0,0.0,113.0,49.0,252.0,High_A,High,A,0.17746478873239438
36,7.0,335.0,33.5,6.0,101.0,52.0,279.0,High_A,High,A,0.1964788732394366
37,5.0,343.0,34.3,9.0,86.0,59.0,161.0,High_A,High,A,0.11338028169014085
38,6.0,235.0,117.5,2.0,134.0,47.0,214.0,High_A,High,A,0.15070422535211267
39,5.0,307.0,30.7,6.0,49.0,49.0,140.0,High_A,High,A,0.09859154929577464
40,6.0,375.0,75.0,10.0,13.0,57.0,8.0,High_A,High,A,0.005633802816901409
41,5.0,378.0,37.8,11.0,38.0,53.0,95.0,High_A,High,A,0.06690140845070422
42,5.0,355.0,88.75,6.0,28.0,53.0,51.0,High_A,High,A,0.03591549295774648
43,5.0,361.0,72.2,11.0,53.0,43.0,99.0,High_A,High,A,0.06971830985915493
44,5.0,336.0,33.6,8.0,61.0,56.0,130.0,High_A,High,A,0.09154929577464789
45,5.0,225.0,22.5,4.0,102.0,48.0,185.0,High_A,High,A,0.13028169014084506
46,5.0,418.0,41.8,8.0,49.0,63.0,134.0,High_A,High,A,0.09436619718309859
47,5.0,351.0,35.1,5.0,18.0,66.0,41.0,High_A,High,A,0.028873239436619718
48,4.0,297.0,29.7,7.0,93.0,47.0,152.0,High_A,High,A,0.10704225352112676
49,5.0,358.0,35.8,5.0,57.0,64.0,140.0,High_A,High,A,0.09859154929577464
50,6.0,251.0,251.0,3.0,134.0,44.0,251.0,High_A,High,A,0.17676056338028168
51,4.0,387.0,38.7,10.0,7.0,52.0,34.0,High_A,High,A,0.023943661971830985
52,5.0,320.0,160.0,8.0,52.0,44.0,106.0,High_A,High,A,0.07464788732394366
53,6.0,286.0,28.6,2.0,100.0,53.0,244.0,High_A,High,A,0.17183098591549295
54,5.0,268.0,134.0,7.0,65.0,52.0,139.0,High_A,High,A,0.09788732394366197
55,6.0,303.0,30.3,8.0,91.0,50.0,214.0,High_A,High,A,0.15070422535211267
56,4.0,441.0,44.1,5.0,15.0,58.0,25.0,High_A,High,A,0.017605633802816902
57,5.0,389.0,38.9,5.0,2.0,77.0,6.0,High_A,High,A,0.004225352112676056
58,5.0,319.0,106.33,8.0,77.0,46.0,148.0,High_A,High,A,0.10422535211267606
59,5.0,242.0,24.2,1.0,136.0,56.0,248.0,High_A,High,A,0.17464788732394365
60,5.0,397.0,39.7,7.0,25.0,68.0,80.0,High_A,High,A,0.056338028169014086
61,4.0,306.0,30.6,5.0,93.0,47.0,178.0,High_A,High,A,0.12535211267605634
62,6.0,276.0,30.67,4.0,82.0,52.0,190.0,High_A,High,A,0.13380281690140844
63,5.0,346.0,43.25,8.0,36.0,66.0,106.0,High_A,High,A,0.07464788732394366
64,6.0,260.0,26.0,6.0,109.0,47.0,184.0,High_A,High,A,0.1295774647887324
65,5.0,359.0,35.9,7.0,61.0,56.0,148.0,High_A,High,A,0.10422535211267606
66,4.0,331.0,33.1,10.0,27.0,62.0,57.0,High_A,High,A,0.04014084507042254
67,4.0,256.0,128.0,8.0,75.0,51.0,102.0,High_A,High,A,0.07183098591549296
68,4.0,428.0,42.8,14.0,22.0,66.0,32.0,High_A,High,A,0.022535211267605635
69,4.0,366.0,36.6,7.0,14.0,64.0,24.0,High_A,High,A,0.016901408450704224
70,5.0,400.0,66.67,4.0,20.0,69.0,56.0,High_A,High,A,0.03943661971830986
71,5.0,261.0,26.1,2.0,129.0,46.0,207.0,High_A,High,A,0.14577464788732394
72,5.0,413.0,51.62,11.0,50.0,60.0,104.0,High_A,High,A,0.07323943661971831
73,6.0,308.0,77.0,2.0,116.0,47.0,275.0,High_A,High,A,0.1936619718309859
74,5.0,352.0,35.2,7.0,54.0,66.0,114.0,High_A,High,A,0.08028169014084507
75,7.0,282.0,40.29,5.0,101.0,47.0,199.0,High_A,High,A,0.14014084507042254
76,5.0,302.0,151.0,9.0,65.0,45.0,111.0,High_A,High,A,0.07816901408450705
77,5.0,293.0,29.3,6.0,109.0,50.0,276.0,High_A,High,A,0.19436619718309858
78,6.0,235.0,23.5,3.0,115.0,54.0,214.0,High_A,High,A,0.15070422535211267
79,5.0,356.0,118.67,9.0,32.0,53.0,60.0,High_A,High,A,0.04225352112676056
80,6.0,398.0,39.8,9.0,17.0,60.0,41.0,High_A,High,A,0.028873239436619718
81,4.0,251.0,27.89,2.0,131.0,52.0,213.0,High_A,High,A,0.15
82,6.0,381.0,38.1,2.0,10.0,75.0,16.0,High_A,High,A,0.011267605633802818
83,5.0,403.0,40.3,5.0,16.0,64.0,21.0,High_A,High,A,0.014788732394366197
84,5.0,369.0,36.9,12.0,51.0,55.0,121.0,High_A,High,A,0.0852112676056338
85,5.0,298.0,29.8,4.0,93.0,58.0,180.0,High_A,High,A,0.1267605633802817
86,4.0,431.0,43.1,9.0,19.0,57.0,39.0,High_A,High,A,0.027464788732394368
87,4.0,387.0,38.7,9.0,19.0,51.0,34.0,High_A,High,A,0.023943661971830985
88,6.0,308.0,30.8,3.0,107.0,51.0,252.0,High_A,High,A,0.17746478873239438
89,6.0,315.0,45.0,6.0,79.0,50.0,149.0,High_A,High,A,0.10492957746478873
90,6.0,302.0,30.2,5.0,103.0,53.0,205.0,High_A,High,A,0.1443661971830986
91,5.0,302.0,33.56,1.0,72.0,57.0,152.0,High_A,High,A,0.10704225352112676
92,6.0,224.0,22.4,0.0,141.0,50.0,272.0,High_A,High,A,0.19154929577464788
93,6.0,373.0,37.3,7.0,26.0,61.0,71.0,High_A,High,A,0.05
94,5.0,383.0,38.3,9.0,15.0,64.0,43.0,High_A,High,A,0.03028169014084507
95,5.0,286.0,Inf,5.0,61.0,57.0,100.0,High_A,High,A,0.07042253521126761
96,4.0,290.0,290.0,5.0,45.0,51.0,92.0,High_A,High,A,0.0647887323943662
97,7.0,356.0,35.6,9.0,50.0,58.0,73.0,High_A,High,A,0.05140845070422535
98,7.0,263.0,26.3,1.0,138.0,47.0,308.0,High_A,High,A,0.21690140845070421
99,5.0,311.0,62.2,9.0,76.0,62.0,157.0,High_A,High,A,0.11056338028169015
100,6.0,324.0,162.0,5.0,55.0,36.0,149.0,High_A,High,A,0.10492957746478873
1,5.0,624.0,208.0,18.0,17.0,58.0,40.0,High_C,High,C,0.028169014084507043
2,5.0,405.0,Inf,10.0,81.0,50.0,139.0,High_C,High,C,0.09788732394366197
3,4.0,340.0,34.0,7.0,102.0,55.0,210.0,High_C,High,C,0.14788732394366197
4,5.0,507.0,50.7,11.0,74.0,58.0,157.0,High_C,High,C,0.11056338028169015
5,5.0,444.0,44.4,8.0,73.0,62.0,185.0,High_C,High,C,0.13028169014084506
6,5.0,469.0,234.5,7.0,64.0,46.0,125.0,High_C,High,C,0.0880281690140845
7,4.0,331.0,Inf,6.0,73.0,37.0,77.0,High_C,High,C,0.054225352112676053
8,7.0,299.0,42.71,3.0,133.0,46.0,236.0,High_C,High,C,0.16619718309859155
9,5.0,309.0,154.5,8.0,92.0,40.0,176.0,High_C,High,C,0.12394366197183099
10,7.0,448.0,44.8,15.0,77.0,60.0,174.0,High_C,High,C,0.12253521126760564
11,7.0,354.0,44.25,9.0,119.0,45.0,206.0,High_C,High,C,0.14507042253521127
12,6.0,391.0,78.2,8.0,112.0,64.0,229.0,High_C,High,C,0.16126760563380282
13,5.0,382.0,47.75,12.0,97.0,43.0,178.0,High_C,High,C,0.12535211267605634
14,5.0,603.0,75.38,20.0,18.0,64.0,101.0,High_C,High,C,0.07112676056338028
15,5.0,579.0,57.9,18.0,34.0,57.0,91.0,High_C,High,C,0.06408450704225352
16,5.0,328.0,32.8,7.0,112.0,50.0,217.0,High_C,High,C,0.1528169014084507
17,6.0,477.0,47.7,11.0,64.0,59.0,164.0,High_C,High,C,0.11549295774647887
18,5.0,642.0,64.2,21.0,42.0,64.0,103.0,High_C,High,C,0.07253521126760563
19,4.0,446.0,44.6,16.0,85.0,43.0,157.0,High_C,High,C,0.11056338028169015
20,5.0,417.0,41.7,10.0,60.0,42.0,102.0,High_C,High,C,0.07183098591549296
21,6.0,307.0,30.7,4.0,142.0,59.0,353.0,High_C,High,C,0.24859154929577465
22,4.0,245.0,Inf,4.0,123.0,40.0,214.0,High_C,High,C,0.15070422535211267
23,5.0,326.0,32.6,5.0,115.0,47.0,249.0,High_C,High,C,0.17535211267605633
24,5.0,381.0,38.1,9.0,113.0,51.0,239.0,High_C,High,C,0.16830985915492958
25,4.0,252.0,28.0,3.0,123.0,47.0,249.0,High_C,High,C,0.17535211267605633
26,5.0,447.0,89.4,11.0,93.0,42.0,210.0,High_C,High,C,0.14788732394366197
27,5.0,388.0,388.0,9.0,96.0,44.0,158.0,High_C,High,C,0.11126760563380282
28,5.0,378.0,54.0,11.0,97.0,50.0,240.0,High_C,High,C,0.16901408450704225
29,5.0,311.0,311.0,8.0,97.0,41.0,145.0,High_C,High,C,0.10211267605633803
30,7.0,511.0,51.1,11.0,58.0,59.0,165.0,High_C,High,C,0.11619718309859155
31,7.0,437.0,43.7,10.0,76.0,49.0,216.0,High_C,High,C,0.15211267605633802
32,4.0,334.0,334.0,5.0,99.0,45.0,160.0,High_C,High,C,0.11267605633802817
33,5.0,357.0,35.7,9.0,104.0,47.0,179.0,High_C,High,C,0.126056338028169
34,4.0,523.0,52.3,17.0,57.0,60.0,165.0,High_C,High,C,0.11619718309859155
35,5.0,370.0,37.0,11.0,104.0,51.0,239.0,High_C,High,C,0.16830985915492958
36,5.0,454.0,45.4,16.0,101.0,43.0,173.0,High_C,High,C,0.12183098591549296
37,6.0,418.0,46.44,12.0,98.0,59.0,189.0,High_C,High,C,0.13309859154929576
38,6.0,519.0,51.9,10.0,70.0,58.0,146.0,High_C,High,C,0.1028169014084507
39,4.0,471.0,47.1,11.0,90.0,53.0,157.0,High_C,High,C,0.11056338028169015
40,5.0,276.0,27.6,4.0,133.0,53.0,204.0,High_C,High,C,0.14366197183098592
41,5.0,276.0,92.0,5.0,132.0,45.0,234.0,High_C,High,C,0.1647887323943662
42,5.0,528.0,52.8,23.0,43.0,61.0,114.0,High_C,High,C,0.08028169014084507
43,4.0,429.0,42.9,12.0,88.0,56.0,121.0,High_C,High,C,0.0852112676056338
44,7.0,361.0,Inf,7.0,94.0,49.0,188.0,High_C,High,C,0.1323943661971831
45,5.0,304.0,30.4,7.0,135.0,54.0,240.0,High_C,High,C,0.16901408450704225
46,5.0,375.0,75.0,7.0,100.0,63.0,137.0,High_C,High,C,0.09647887323943662
47,5.0,475.0,158.33,17.0,69.0,60.0,125.0,High_C,High,C,0.0880281690140845
48,6.0,404.0,101.0,3.0,103.0,56.0,251.0,High_C,High,C,0.17676056338028168
49,5.0,367.0,36.7,4.0,113.0,51.0,228.0,High_C,High,C,0.16056338028169015
50,5.0,298.0,29.8,4.0,122.0,50.0,262.0,High_C,High,C,0.18450704225352113
51,5.0,455.0,45.5,11.0,89.0,50.0,217.0,High_C,High,C,0.1528169014084507
52,5.0,349.0,34.9,6.0,138.0,47.0,255.0,High_C,High,C,0.1795774647887324
53,5.0,377.0,37.7,6.0,111.0,53.0,210.0,High_C,High,C,0.14788732394366197
54,6.0,492.0,70.29,10.0,83.0,44.0,189.0,High_C,High,C,0.13309859154929576
55,5.0,408.0,40.8,6.0,96.0,56.0,216.0,High_C,High,C,0.15211267605633802
56,6.0,353.0,35.3,11.0,116.0,44.0,214.0,High_C,High,C,0.15070422535211267
57,6.0,455.0,45.5,8.0,86.0,49.0,194.0,High_C,High,C,0.13661971830985917
58,6.0,333.0,33.3,8.0,110.0,64.0,188.0,High_C,High,C,0.1323943661971831
59,5.0,349.0,34.9,4.0,96.0,44.0,209.0,High_C,High,C,0.1471830985915493
60,6.0,340.0,34.0,6.0,108.0,53.0,236.0,High_C,High,C,0.16619718309859155
61,7.0,435.0,87.0,9.0,89.0,56.0,208.0,High_C,High,C,0.14647887323943662
62,5.0,417.0,Inf,9.0,69.0,41.0,174.0,High_C,High,C,0.12253521126760564
63,5.0,359.0,51.29,9.0,115.0,45.0,195.0,High_C,High,C,0.13732394366197184
64,5.0,475.0,237.5,12.0,58.0,44.0,86.0,High_C,High,C,0.06056338028169014
65,5.0,410.0,410.0,7.0,67.0,50.0,120.0,High_C,High,C,0.08450704225352113
66,5.0,442.0,55.25,12.0,82.0,48.0,162.0,High_C,High,C,0.11408450704225352
67,5.0,524.0,262.0,18.0,42.0,58.0,97.0,High_C,High,C,0.06830985915492958
68,5.0,347.0,347.0,10.0,107.0,45.0,171.0,High_C,High,C,0.12042253521126761
69,5.0,419.0,83.8,10.0,84.0,53.0,129.0,High_C,High,C,0.09084507042253522
70,6.0,472.0,157.33,13.0,47.0,53.0,103.0,High_C,High,C,0.07253521126760563
71,4.0,290.0,48.33,5.0,130.0,37.0,224.0,High_C,High,C,0.15774647887323945
72,5.0,419.0,83.8,14.0,84.0,58.0,111.0,High_C,High,C,0.07816901408450705
73,6.0,426.0,42.6,13.0,98.0,52.0,178.0,High_C,High,C,0.12535211267605634
74,5.0,416.0,104.0,9.0,87.0,45.0,137.0,High_C,High,C,0.09647887323943662
75,7.0,354.0,39.33,7.0,135.0,50.0,296.0,High_C,High,C,0.2084507042253521
76,6.0,492.0,123.0,8.0,87.0,51.0,168.0,High_C,High,C,0.11830985915492957
77,5.0,408.0,40.8,9.0,103.0,55.0,218.0,High_C,High,C,0.15352112676056337
78,5.0,411.0,41.1,11.0,101.0,54.0,216.0,High_C,High,C,0.15211267605633802
79,5.0,461.0,46.1,7.0,91.0,58.0,170.0,High_C,High,C,0.11971830985915492
80,6.0,308.0,Inf,6.0,102.0,47.0,209.0,High_C,High,C,0.1471830985915493
81,5.0,564.0,56.4,12.0,67.0,49.0,133.0,High_C,High,C,0.09366197183098592
82,6.0,327.0,Inf,7.0,111.0,50.0,215.0,High_C,High,C,0.15140845070422534
83,6.0,383.0,38.3,12.0,114.0,60.0,276.0,High_C,High,C,0.19436619718309858
84,4.0,509.0,127.25,14.0,51.0,45.0,106.0,High_C,High,C,0.07464788732394366
85,4.0,502.0,71.71,19.0,53.0,55.0,104.0,High_C,High,C,0.07323943661971831
86,6.0,336.0,33.6,6.0,125.0,47.0,223.0,High_C,High,C,0.15704225352112677
87,4.0,612.0,204.0,18.0,27.0,51.0,71.0,High_C,High,C,0.05
88,5.0,382.0,382.0,12.0,86.0,44.0,138.0,High_C,High,C,0.09718309859154929
89,5.0,622.0,77.75,24.0,29.0,56.0,28.0,High_C,High,C,0.01971830985915493
90,5.0,421.0,105.25,11.0,85.0,47.0,167.0,High_C,High,C,0.1176056338028169
91,6.0,410.0,Inf,13.0,59.0,42.0,89.0,High_C,High,C,0.06267605633802817
92,6.0,544.0,54.4,16.0,47.0,53.0,125.0,High_C,High,C,0.0880281690140845
93,5.0,307.0,30.7,4.0,104.0,47.0,171.0,High_C,High,C,0.12042253521126761
94,5.0,248.0,24.8,3.0,121.0,51.0,265.0,High_C,High,C,0.18661971830985916
95,5.0,495.0,247.5,14.0,74.0,53.0,179.0,High_C,High,C,0.126056338028169
96,5.0,349.0,34.9,4.0,115.0,53.0,284.0,High_C,High,C,0.2
97,5.0,422.0,42.2,12.0,80.0,49.0,152.0,High_C,High,C,0.10704225352112676
98,6.0,434.0,43.4,8.0,88.0,66.0,206.0,High_C,High,C,0.14507042253521127
99,5.0,497.0,124.25,9.0,68.0,56.0,158.0,High_C,High,C,0.11126760563380282
100,6.0,331.0,33.1,9.0,111.0,56.0,197.0,High_C,High,C,0.1387323943661972
1,4.0,473.0,236.5,16.0,18.0,52.0,56.0,High_D,High,D,0.03943661971830986
2,5.0,557.0,185.67,14.0,22.0,47.0,63.0,High_D,High,D,0.044366197183098595
3,5.0,316.0,31.6,9.0,95.0,23.0,226.0,High_D,High,D,0.1591549295774648
4,5.0,441.0,44.1,8.0,43.0,40.0,102.0,High_D,High,D,0.07183098591549296
5,5.0,376.0,75.2,12.0,56.0,39.0,114.0,High_D,High,D,0.08028169014084507
6,4.0,432.0,43.2,11.0,67.0,45.0,148.0,High_D,High,D,0.10422535211267606
7,4.0,332.0,33.2,12.0,69.0,32.0,126.0,High_D,High,D,0.08873239436619719
8,4.0,443.0,49.22,16.0,55.0,41.0,118.0,High_D,High,D,0.08309859154929577
9,4.0,353.0,353.0,10.0,48.0,39.0,95.0,High_D,High,D,0.06690140845070422
10,4.0,407.0,81.4,11.0,68.0,52.0,95.0,High_D,High,D,0.06690140845070422
11,4.0,373.0,Inf,13.0,23.0,33.0,60.0,High_D,High,D,0.04225352112676056
12,4.0,216.0,21.6,2.0,85.0,38.0,165.0,High_D,High,D,0.11619718309859155
13,5.0,380.0,47.5,12.0,80.0,53.0,153.0,High_D,High,D,0.10774647887323943
14,6.0,435.0,108.75,13.0,61.0,52.0,134.0,High_D,High,D,0.09436619718309859
15,5.0,407.0,40.7,12.0,62.0,50.0,102.0,High_D,High,D,0.07183098591549296
16,4.0,353.0,70.6,10.0,71.0,40.0,132.0,High_D,High,D,0.09295774647887324
17,7.0,381.0,38.1,7.0,84.0,40.0,214.0,High_D,High,D,0.15070422535211267
18,6.0,449.0,224.5,10.0,53.0,50.0,127.0,High_D,High,D,0.08943661971830986
19,4.0,264.0,26.4,6.0,107.0,39.0,196.0,High_D,High,D,0.13802816901408452
20,5.0,344.0,34.4,11.0,82.0,48.0,176.0,High_D,High,D,0.12394366197183099
21,5.0,246.0,24.6,3.0,113.0,42.0,163.0,High_D,High,D,0.1147887323943662
22,5.0,290.0,29.0,7.0,95.0,44.0,252.0,High_D,High,D,0.17746478873239438
23,5.0,301.0,30.1,5.0,93.0,50.0,175.0,High_D,High,D,0.12323943661971831
24,5.0,349.0,43.62,3.0,72.0,41.0,157.0,High_D,High,D,0.11056338028169015
25,4.0,475.0,67.86,13.0,12.0,48.0,24.0,High_D,High,D,0.016901408450704224
26,6.0,454.0,45.4,14.0,51.0,53.0,118.0,High_D,High,D,0.08309859154929577
27,5.0,300.0,100.0,12.0,56.0,40.0,114.0,High_D,High,D,0.08028169014084507
28,4.0,320.0,32.0,10.0,95.0,50.0,165.0,High_D,High,D,0.11619718309859155
29,5.0,350.0,35.0,7.0,88.0,42.0,172.0,High_D,High,D,0.12112676056338029
30,5.0,389.0,Inf,10.0,68.0,45.0,129.0,High_D,High,D,0.09084507042253522
31,4.0,329.0,65.8,4.0,92.0,46.0,98.0,High_D,High,D,0.06901408450704226
32,6.0,430.0,53.75,16.0,66.0,56.0,152.0,High_D,High,D,0.10704225352112676
33,5.0,376.0,62.67,9.0,72.0,36.0,156.0,High_D,High,D,0.10985915492957747
34,5.0,422.0,42.2,11.0,57.0,53.0,141.0,High_D,High,D,0.09929577464788733
35,4.0,490.0,49.0,11.0,26.0,45.0,44.0,High_D,High,D,0.030985915492957747
36,5.0,410.0,41.0,5.0,55.0,43.0,118.0,High_D,High,D,0.08309859154929577
37,5.0,284.0,284.0,8.0,59.0,39.0,129.0,High_D,High,D,0.09084507042253522
38,6.0,438.0,43.8,13.0,41.0,54.0,109.0,High_D,High,D,0.07676056338028169
39,5.0,362.0,36.2,9.0,73.0,43.0,182.0,High_D,High,D,0.12816901408450704
40,3.0,538.0,179.33,9.0,8.0,52.0,19.0,High_D,High,D,0.013380281690140845
41,5.0,316.0,31.6,11.0,102.0,50.0,179.0,High_D,High,D,0.126056338028169
42,6.0,308.0,102.67,9.0,82.0,50.0,129.0,High_D,High,D,0.09084507042253522
43,6.0,249.0,62.25,5.0,107.0,41.0,163.0,High_D,High,D,0.1147887323943662
44,4.0,347.0,Inf,17.0,52.0,39.0,95.0,High_D,High,D,0.06690140845070422
45,6.0,461.0,46.1,14.0,53.0,50.0,136.0,High_D,High,D,0.09577464788732394
46,3.0,293.0,Inf,8.0,78.0,37.0,98.0,High_D,High,D,0.06901408450704226
47,5.0,322.0,32.2,7.0,85.0,34.0,212.0,High_D,High,D,0.14929577464788732
48,4.0,327.0,327.0,9.0,69.0,38.0,146.0,High_D,High,D,0.1028169014084507
49,6.0,286.0,71.5,5.0,107.0,37.0,238.0,High_D,High,D,0.1676056338028169
50,5.0,365.0,36.5,11.0,57.0,48.0,95.0,High_D,High,D,0.06690140845070422
51,4.0,433.0,54.12,9.0,51.0,46.0,102.0,High_D,High,D,0.07183098591549296
52,6.0,358.0,Inf,5.0,84.0,37.0,159.0,High_D,High,D,0.1119718309859155
53,3.0,304.0,304.0,7.0,60.0,35.0,127.0,High_D,High,D,0.08943661971830986
54,6.0,518.0,129.5,14.0,45.0,44.0,126.0,High_D,High,D,0.08873239436619719
55,4.0,325.0,108.33,4.0,74.0,44.0,134.0,High_D,High,D,0.09436619718309859
56,4.0,264.0,Inf,9.0,63.0,32.0,124.0,High_D,High,D,0.08732394366197183
57,6.0,343.0,34.3,6.0,31.0,36.0,84.0,High_D,High,D,0.059154929577464786
58,5.0,284.0,28.4,2.0,111.0,43.0,221.0,High_D,High,D,0.1556338028169014
59,6.0,312.0,104.0,11.0,43.0,34.0,130.0,High_D,High,D,0.09154929577464789
60,6.0,420.0,42.0,4.0,74.0,56.0,151.0,High_D,High,D,0.10633802816901408
61,4.0,309.0,30.9,8.0,107.0,44.0,203.0,High_D,High,D,0.14295774647887324
62,5.0,293.0,36.62,4.0,90.0,45.0,175.0,High_D,High,D,0.12323943661971831
63,4.0,349.0,34.9,7.0,68.0,42.0,105.0,High_D,High,D,0.07394366197183098
64,5.0,394.0,65.67,9.0,66.0,47.0,114.0,High_D,High,D,0.08028169014084507
65,4.0,316.0,158.0,9.0,87.0,47.0,132.0,High_D,High,D,0.09295774647887324
66,6.0,349.0,116.33,11.0,70.0,31.0,134.0,High_D,High,D,0.09436619718309859
67,4.0,368.0,36.8,9.0,83.0,37.0,176.0,High_D,High,D,0.12394366197183099
68,5.0,325.0,162.5,6.0,54.0,45.0,116.0,High_D,High,D,0.08169014084507042
69,6.0,326.0,32.6,7.0,94.0,42.0,188.0,High_D,High,D,0.1323943661971831
70,5.0,353.0,176.5,12.0,62.0,49.0,116.0,High_D,High,D,0.08169014084507042
71,4.0,263.0,131.5,5.0,91.0,34.0,166.0,High_D,High,D,0.11690140845070422
72,5.0,335.0,41.88,5.0,83.0,46.0,178.0,High_D,High,D,0.12535211267605634
73,6.0,409.0,40.9,7.0,62.0,44.0,106.0,High_D,High,D,0.07464788732394366
74,5.0,518.0,51.8,20.0,27.0,45.0,69.0,High_D,High,D,0.048591549295774646
75,5.0,398.0,39.8,7.0,62.0,50.0,155.0,High_D,High,D,0.10915492957746478
76,4.0,332.0,166.0,8.0,81.0,42.0,131.0,High_D,High,D,0.09225352112676057
77,6.0,411.0,51.38,9.0,70.0,39.0,166.0,High_D,High,D,0.11690140845070422
78,4.0,394.0,39.4,10.0,50.0,51.0,58.0,High_D,High,D,0.04084507042253521
79,4.0,403.0,134.33,16.0,56.0,41.0,108.0,High_D,High,D,0.07605633802816901
80,4.0,203.0,203.0,4.0,101.0,33.0,159.0,High_D,High,D,0.1119718309859155
81,5.0,308.0,Inf,6.0,67.0,36.0,124.0,High_D,High,D,0.08732394366197183
82,6.0,281.0,28.1,8.0,111.0,42.0,266.0,High_D,High,D,0.18732394366197183
83,5.0,228.0,22.8,4.0,99.0,33.0,231.0,High_D,High,D,0.16267605633802817
84,5.0,236.0,23.6,4.0,109.0,39.0,204.0,High_D,High,D,0.14366197183098592
85,5.0,325.0,32.5,5.0,100.0,37.0,279.0,High_D,High,D,0.1964788732394366
86,5.0,366.0,Inf,11.0,53.0,40.0,92.0,High_D,High,D,0.0647887323943662
87,6.0,365.0,45.62,10.0,80.0,43.0,197.0,High_D,High,D,0.1387323943661972
88,6.0,369.0,92.25,7.0,75.0,45.0,162.0,High_D,High,D,0.11408450704225352
89,5.0,276.0,27.6,5.0,106.0,39.0,149.0,High_D,High,D,0.10492957746478873
90,5.0,245.0,245.0,2.0,93.0,30.0,178.0,High_D,High,D,0.12535211267605634
91,4.0,303.0,37.88,7.0,94.0,39.0,224.0,High_D,High,D,0.15774647887323945
92,5.0,501.0,Inf,10.0,17.0,37.0,18.0,High_D,High,D,0.01267605633802817
93,5.0,417.0,41.7,4.0,79.0,48.0,178.0,High_D,High,D,0.12535211267605634
94,5.0,503.0,100.6,20.0,26.0,55.0,94.0,High_D,High,D,0.06619718309859154
95,5.0,494.0,49.4,16.0,56.0,53.0,117.0,High_D,High,D,0.0823943661971831
96,5.0,283.0,70.75,5.0,84.0,35.0,200.0,High_D,High,D,0.14084507042253522
97,3.0,396.0,99.0,11.0,55.0,39.0,76.0,High_D,High,D,0.05352112676056338
98,5.0,385.0,192.5,11.0,65.0,35.0,110.0,High_D,High,D,0.07746478873239436
99,5.0,440.0,48.89,8.0,43.0,51.0,68.0,High_D,High,D,0.04788732394366197
100,4.0,309.0,34.33,6.0,107.0,37.0,226.0,High_D,High,D,0.1591549295774648
1,5.0,387.0,38.7,13.0,97.0,50.0,209.0,High_G,High,G,0.1471830985915493
2,3.0,405.0,40.5,13.0,45.0,43.0,91.0,High_G,High,G,0.06408450704225352
3,6.0,256.0,25.6,6.0,100.0,38.0,193.0,High_G,High,G,0.1359154929577465
4,4.0,215.0,215.0,5.0,96.0,32.0,157.0,High_G,High,G,0.11056338028169015
5,6.0,370.0,37.0,5.0,81.0,39.0,206.0,High_G,High,G,0.14507042253521127
6,4.0,297.0,297.0,6.0,87.0,34.0,160.0,High_G,High,G,0.11267605633802817
7,5.0,294.0,29.4,8.0,70.0,41.0,147.0,High_G,High,G,0.10352112676056338
8,5.0,240.0,24.0,7.0,80.0,39.0,109.0,High_G,High,G,0.07676056338028169
9,4.0,444.0,44.4,12.0,32.0,55.0,80.0,High_G,High,G,0.056338028169014086
10,4.0,249.0,24.9,6.0,89.0,32.0,206.0,High_G,High,G,0.14507042253521127
11,6.0,455.0,45.5,12.0,46.0,47.0,114.0,High_G,High,G,0.08028169014084507
12,4.0,359.0,35.9,11.0,81.0,48.0,158.0,High_G,High,G,0.11126760563380282
13,4.0,301.0,30.1,11.0,75.0,41.0,104.0,High_G,High,G,0.07323943661971831
14,5.0,345.0,34.5,7.0,85.0,43.0,174.0,High_G,High,G,0.12253521126760564
